02/01/2013,0.08,0.088,0.095,0.109,0.15,0.188,0.229,0.277,0.319,0.36,0.399,0.433,0.472,0.509,0.543
03/01/2013,0.079,0.087,0.095,0.109,0.15,0.189,0.23,0.28,0.32,0.36,0.4,0.434,0.473,0.51,0.544
04/01/2013,0.08,0.088,0.096,0.11,0.154,0.191,0.234,0.283,0.324,0.364,0.404,0.438,0.478,0.516,0.549
07/01/2013,0.08,0.088,0.096,0.11,0.155,0.192,0.235,0.284,0.325,0.364,0.405,0.439,0.479,0.517,0.55
08/01/2013,0.08,0.088,0.096,0.11,0.155,0.192,0.235,0.284,0.326,0.365,0.406,0.439,0.479,0.518,0.551
09/01/2013,0.08,0.088,0.098,0.11,0.156,0.192,0.234,0.284,0.326,0.365,0.405,0.439,0.479,0.518,0.551
10/01/2013,0.08,0.088,0.098,0.11,0.155,0.19,0.234,0.283,0.325,0.364,0.404,0.437,0.478,0.517,0.55
11/01/2013,0.08,0.088,0.098,0.111,0.158,0.195,0.24,0.289,0.331,0.371,0.412,0.446,0.487,0.525,0.559
14/01/2013,0.08,0.088,0.098,0.112,0.16,0.199,0.245,0.295,0.337,0.379,0.418,0.454,0.493,0.532,0.566
15/01/2013,0.081,0.088,0.099,0.112,0.163,0.202,0.25,0.299,0.341,0.382,0.421,0.457,0.497,0.536,0.57
16/01/2013,0.08,0.088,0.098,0.111,0.162,0.201,0.25,0.297,0.34,0.382,0.42,0.458,0.497,0.536,0.57
17/01/2013,0.08,0.088,0.099,0.112,0.163,0.204,0.253,0.303,0.344,0.386,0.425,0.463,0.501,0.541,0.574
18/01/2013,0.08,0.089,0.099,0.112,0.166,0.209,0.259,0.31,0.351,0.396,0.436,0.474,0.514,0.553,0.587
21/01/2013,0.08,0.089,0.099,0.112,0.166,0.209,0.26,0.311,0.353,0.396,0.435,0.473,0.513,0.553,0.587
22/01/2013,0.08,0.089,0.099,0.112,0.166,0.209,0.26,0.311,0.353,0.396,0.435,0.473,0.512,0.552,0.586
23/01/2013,0.081,0.089,0.099,0.112,0.166,0.209,0.261,0.311,0.353,0.395,0.436,0.472,0.511,0.551,0.586
24/01/2013,0.081,0.089,0.1,0.113,0.167,0.211,0.263,0.313,0.353,0.396,0.436,0.473,0.512,0.552,0.585
25/01/2013,0.081,0.089,0.099,0.113,0.167,0.214,0.266,0.315,0.356,0.401,0.44,0.476,0.517,0.557,0.59
28/01/2013,0.082,0.09,0.1,0.117,0.174,0.224,0.276,0.326,0.37,0.414,0.456,0.493,0.535,0.574,0.609
29/01/2013,0.083,0.091,0.101,0.118,0.176,0.226,0.279,0.328,0.373,0.416,0.457,0.497,0.538,0.577,0.611
30/01/2013,0.083,0.092,0.102,0.12,0.179,0.23,0.283,0.332,0.376,0.42,0.462,0.502,0.545,0.583,0.619
31/01/2013,0.083,0.093,0.103,0.121,0.18,0.232,0.284,0.333,0.378,0.42,0.463,0.503,0.545,0.584,0.62
01/02/2013,0.084,0.094,0.104,0.122,0.181,0.234,0.286,0.335,0.38,0.421,0.464,0.504,0.548,0.586,0.622
04/02/2013,0.084,0.094,0.104,0.123,0.18,0.233,0.285,0.334,0.38,0.42,0.462,0.503,0.547,0.585,0.621
05/02/2013,0.084,0.094,0.104,0.123,0.179,0.233,0.284,0.333,0.38,0.419,0.461,0.501,0.545,0.584,0.618
06/02/2013,0.084,0.093,0.104,0.123,0.179,0.233,0.284,0.333,0.379,0.418,0.46,0.501,0.544,0.583,0.616
