04/01/2010,0.369,0.393,0.413,0.453,0.553,0.7,0.793,0.886,0.996,1.036,1.079,1.129,1.17,1.209,1.251
05/01/2010,0.371,0.393,0.413,0.452,0.552,0.699,0.793,0.887,0.995,1.036,1.079,1.129,1.169,1.208,1.249
06/01/2010,0.367,0.387,0.408,0.45,0.55,0.694,0.79,0.884,0.992,1.031,1.076,1.126,1.166,1.205,1.246
07/01/2010,0.365,0.385,0.406,0.448,0.548,0.692,0.789,0.881,0.989,1.028,1.072,1.121,1.162,1.202,1.243
08/01/2010,0.362,0.382,0.402,0.445,0.545,0.691,0.787,0.876,0.986,1.026,1.071,1.119,1.161,1.202,1.242
11/01/2010,0.361,0.379,0.398,0.443,0.544,0.689,0.785,0.872,0.985,1.025,1.069,1.116,1.157,1.198,1.239
12/01/2010,0.359,0.375,0.394,0.441,0.542,0.685,0.783,0.867,0.983,1.023,1.067,1.112,1.153,1.195,1.236
13/01/2010,0.357,0.373,0.392,0.44,0.542,0.684,0.782,0.867,0.981,1.023,1.065,1.11,1.152,1.195,1.236
14/01/2010,0.356,0.372,0.391,0.439,0.541,0.682,0.779,0.866,0.981,1.022,1.064,1.11,1.15,1.194,1.235
15/01/2010,0.357,0.372,0.391,0.438,0.54,0.68,0.775,0.862,0.977,1.015,1.058,1.105,1.144,1.187,1.228
18/01/2010,0.354,0.37,0.389,0.435,0.537,0.677,0.771,0.859,0.975,1.01,1.054,1.101,1.141,1.184,1.225
19/01/2010,0.352,0.368,0.388,0.435,0.535,0.675,0.77,0.858,0.974,1.009,1.053,1.099,1.14,1.184,1.227
20/01/2010,0.349,0.365,0.384,0.432,0.532,0.674,0.769,0.855,0.972,1.007,1.052,1.098,1.139,1.183,1.226
21/01/2010,0.35,0.364,0.382,0.43,0.53,0.672,0.767,0.854,0.968,1.004,1.051,1.097,1.137,1.182,1.225
22/01/2010,0.348,0.362,0.38,0.429,0.528,0.67,0.764,0.851,0.966,1.002,1.049,1.094,1.134,1.179,1.222
25/01/2010,0.347,0.363,0.381,0.427,0.526,0.669,0.762,0.851,0.965,1.003,1.047,1.094,1.135,1.179,1.222
26/01/2010,0.346,0.362,0.381,0.426,0.526,0.667,0.761,0.849,0.964,1.001,1.046,1.093,1.134,1.177,1.22
27/01/2010,0.345,0.361,0.38,0.425,0.525,0.665,0.762,0.848,0.964,1.001,1.045,1.094,1.134,1.176,1.22
28/01/2010,0.344,0.361,0.38,0.426,0.526,0.665,0.763,0.849,0.966,1.004,1.048,1.096,1.136,1.18,1.226
29/01/2010,0.344,0.361,0.38,0.426,0.526,0.665,0.763,0.85,0.966,1.004,1.049,1.098,1.137,1.179,1.225
01/02/2010,0.347,0.361,0.379,0.425,0.526,0.665,0.763,0.852,0.966,1.002,1.049,1.097,1.137,1.18,1.226
