02/01/2012,0.652,0.738,0.845,1.005,1.165,1.343,1.425,1.507,1.606,1.667,1.727,1.782,1.833,1.885,1.937
03/01/2012,0.626,0.716,0.826,0.988,1.152,1.333,1.416,1.497,1.598,1.659,1.719,1.775,1.826,1.877,1.93
04/01/2012,0.606,0.7,0.808,0.97,1.137,1.319,1.403,1.485,1.586,1.645,1.707,1.763,1.814,1.864,1.918
05/01/2012,0.584,0.68,0.785,0.951,1.122,1.303,1.387,1.471,1.573,1.631,1.691,1.749,1.8,1.85,1.903
06/01/2012,0.564,0.662,0.762,0.93,1.105,1.288,1.372,1.458,1.56,1.621,1.679,1.737,1.788,1.839,1.89
09/01/2012,0.546,0.645,0.746,0.912,1.092,1.276,1.362,1.451,1.553,1.614,1.669,1.728,1.78,1.829,1.882
10/01/2012,0.53,0.628,0.734,0.894,1.083,1.267,1.355,1.444,1.545,1.606,1.663,1.721,1.773,1.823,1.875
11/01/2012,0.513,0.611,0.719,0.878,1.073,1.257,1.347,1.437,1.538,1.6,1.657,1.716,1.766,1.817,1.868
12/01/2012,0.497,0.596,0.706,0.864,1.057,1.245,1.335,1.424,1.527,1.59,1.645,1.705,1.755,1.805,1.856
13/01/2012,0.483,0.581,0.69,0.845,1.042,1.231,1.322,1.411,1.514,1.578,1.633,1.692,1.742,1.792,1.842
16/01/2012,0.469,0.568,0.674,0.829,1.029,1.222,1.311,1.401,1.501,1.567,1.623,1.683,1.732,1.782,1.832
17/01/2012,0.459,0.556,0.658,0.812,1.017,1.213,1.304,1.394,1.494,1.56,1.616,1.677,1.726,1.776,1.826
18/01/2012,0.448,0.547,0.647,0.8,1.004,1.204,1.297,1.387,1.486,1.553,1.609,1.669,1.719,1.768,1.818
19/01/2012,0.44,0.538,0.635,0.788,0.992,1.195,1.29,1.381,1.48,1.546,1.603,1.663,1.712,1.762,1.812
20/01/2012,0.433,0.531,0.627,0.775,0.979,1.182,1.28,1.371,1.471,1.538,1.594,1.654,1.704,1.754,1.804
23/01/2012,0.429,0.524,0.62,0.764,0.967,1.168,1.267,1.358,1.46,1.525,1.583,1.642,1.691,1.742,1.793
24/01/2012,0.422,0.514,0.61,0.752,0.957,1.158,1.256,1.348,1.451,1.515,1.574,1.632,1.683,1.732,1.784
25/01/2012,0.416,0.507,0.601,0.743,0.949,1.149,1.249,1.34,1.446,1.51,1.568,1.628,1.678,1.728,1.779
26/01/2012,0.411,0.502,0.594,0.734,0.939,1.142,1.24,1.333,1.439,1.503,1.561,1.621,1.672,1.721,1.773
27/01/2012,0.41,0.499,0.59,0.728,0.934,1.138,1.236,1.328,1.433,1.499,1.558,1.618,1.669,1.717,1.768
30/01/2012,0.404,0.492,0.583,0.721,0.928,1.131,1.228,1.321,1.425,1.493,1.552,1.612,1.663,1.711,1.762
31/01/2012,0.401,0.486,0.578,0.713,0.918,1.125,1.222,1.315,1.418,1.485,1.544,1.605,1.654,1.704,1.754
01/02/2012,0.396,0.48,0.572,0.701,0.907,1.115,1.213,1.306,1.409,1.477,1.535,1.595,1.645,1.694,1.745
02/02/2012,0.391,0.474,0.566,0.691,0.899,1.108,1.204,1.299,1.401,1.471,1.528,1.589,1.638,1.686,1.737
03/02/2012,0.387,0.469,0.561,0.682,0.891,1.102,1.198,1.292,1.396,1.466,1.522,1.582,1.631,1.681,1.732
